Straßenname;Erläuterung;Geschlecht;Kategorie;Quellenangabe
'JOH.-FR.-V.-PFEIFFER-WEG';'Pfeiffer, Johann Friedrich von (geb. 1718 in Berlin, gest. 05.03.1787 in Mainz), Kameralwissenschaftler an der Universität Mainz';'m';'None';'None'
'JOHANN-AMBROS-BECKER-WEG';'Becker, Johann Ambros (geb. 19.06.1921 in Ebersheim, gest. 08.06.2009 in Mainz), Bürgermeister von Ebersheim 1964-1969 und Ortsvorsteher 1969-1986';'m';'None';'None'
'JOHANN-ANGELE-STRASSE';'Angele, Johann, 1909 bis 1917 Lehrer in Marienborn, Schöpfer des Liedes \"Ehre sei Gott in der Höhe\" (der Marienborner Weihnachtsgloria)';'m';'None';'None'
'JOHANN-JOACHIM-BECHER-WEG';'Becher, Johann Joachim (geb. 06.05.1635 in Speyer, gest. Oktober 1682 in London), Naturwissenschaftler, Mediziner und Wirtschaftstheoretiker, seit 1660 Leibarzt Erzbischofs Johann Philipp v. Schönborn';'m';'None';'None'
'JOHANN-MARIA-KERTELL-PLATZ';'Kertell, Johann (geb. 18.05.1771 in Mainz, gest. 24.05.1839 in Mainz), 1823-1830 Vizepräsident der Mainzer Handelskammer, Gründer der Mainzer Ranzengarde';'m';'None';'None'
'JOHANNES-KEPLER-STRASSE';'Kepler, Johannes (geb. 27.12.1571 in Weil der Stadt, gest. 15.1.1630 in Regensburg), Naturphilosoph, Mathematiker, Astronom. Er entdeckte die Gesetze der Planetenbewegung, die nach ihm Keplersche Gesetze genannt werden. In der Mathematik wurde die approximative Berechnung von numerischen Integralen nach ihm Keplersche Fassregel benannt.';'m';'None';'None'
'JOHANNES-LÜFT-STRASSE';'Lüft, Johannes Baptist, Dr. theol. (geb. 30.03.1801 in Hechtsheim, gest. 23.04.1870 in Darmstadt), Ehrendomkapitular, Mitglied der hessischen Oberstudiendirektion, Pfarrer und Dekan in Darmstadt';'m';'None';'None'
'JOHANNES-VON-MÜLLER-WEG';'Müller, Johannes von (geb. 03.01.1752 in Schaffhausen, gest. 29.05.1809 in Kassel), Historiker, Staatsmann, Mainzer Universitätsbibliothekar und politischer Publizist, zeitweise Bibliothekar und Hofrat Erzbischofs Friedrich Karl von Erthal';'m';'None';'None'
'JOHANNISSTRASSE';'Johannes der Täufer (lebte um 28 n. Chr. wahrscheinlich in Machaerus/Palästina), Heiliger. Die Straße ist benannt nach der Johanniskirche.';'m';'None';'None'
'JOHN-F.-KENNEDY-STRASSE';'Kennedy, John F. (geb. 29.05.1917 in Brookline/Mass., gest. 22.11.1963 in Dallas), von 1961 bis 1963 der 35. Präsident der USA, wurde ermordet';'m';'None';'None'
'JOSEF-LUDWIG-PLATZ';'Ludwig, Josef (geb. 19.03.1897 in Gonsenheim, gest. 23.11.1949 in Mainz-Gonsenheim), Zentrumspolitiker, ab 01.10.1949 Ortsvorsteher von Gonsenheim';'m';'None';'None'
'JOSEF-TRAXEL-WEG';'Traxel, Josef Friedrich (geb. 29.09.1916 in Mainz, gest. 08.10.1975 in Stuttgart), Tenor und Gesangslehrer';'m';'None';'None'
'JOSEFSSTRASSE';'Josef, biblischer Vorname. Straße benannt nach der katholischen Josefskirche.';'m';'None';'None'
'JUNGENFELDER AUE';'Benannt nach der Familie Gedult von Jungenfeld, den ehemaligen Besitzern der Aue.';'f';'None';'None'
'JUNGENFELDSTRASSE';'Jungenfeld, Johann Edmund Gedult von (geb. 01.09.1652 in Mainz, gest. 31.08.1727 in Mainz), Weihbischof von 1703 bis 1727, erwarb im 18. Jh. Besitz in Finthen, u. a. die \"Jungenfeldsche Mühle\" und ein Anwesen im Bereich der heutigen Poststraße 48';'m';'None';'None'
'JUPITERWEG';'Jupiter, oberste Gottheit der Römer, identisch mit dem griechischen Zeus';'m';'None';'None'
'JUSTUS-LIEBIG-STRASSE';'Liebig, Justus Freiherr von (geb. 12.05.1803 in Darmstadt, gest. 18.04.1873 in München), Chemiker';'m';'None';'None'
'KAFKAWEG';'Kafka, Franz (geb. 03.07.1883 in Prag, gest. 03.06.1924 in Kierling bei Wien), österreichischer Schriftsteller';'m';'None';'None'
'KAISER-FRIEDRICH-STRASSE';'Friedrich III. (geb. 18.10.1831 in Potsdam, gest. 15.06.1888 in Potsdam), im Jahre 1888 war er 99 Tage Deutscher Kaiser und König von Preußen';'m';'None';'None'
'KAISER-KARL-RING';'Karl der Große (geb. 02.04.747, gest. 28.01.814 in Aachen), König der Franken und Langobarden, seit 800 römischer Kaiser';'m';'None';'None'
'KAISER-WILHELM-RING';'Wilhelm II. (geb. 27.01.1859 in Berlin, gest. 04.06.1941 auf Schloß Doorn), 1888 bis 1918 König von Preußen und deutscher Kaiser';'m';'None';'None'
'KAISERSTRASSE';'Benannt nach Kaiser Wilhelm I. (gest. 22.03.1797 Berlin, gest. 09.03.1888 Berlin), zum Anlaß seines 90. Geburtstags im Jahr 1887';'m';'None';'None'
'KANTSTRASSE';'Kant, Immanuel (geb. 22.04.1724 in Königsberg, gest. 12.02.1804 in Königsberg), Philosoph';'m';'None';'None'
'KARDINAL-VON-GALEN-STRASSE';'Galen, Clemens August Graf von (geb. 16.03.1878 in Dinklage, gest. 22.03.1946 in Münster), katholischer Theologe, seit 1933 Bischof von Münster, Gegner des NS-Regimes, übte in Predigten Kritik an der NS-Ideologie, insbesondere an der Tötung behinderter Menschen durch die Nationalsozialisten, seit 1946 Kardinal';'m';'None';'None'
'KARIN-ECKERT-STRASSE';'Eckert, Karin (geb. 09.08.1912 in Mainz, gest. 15.10.2001 in Mainz), Bildjournalistin und freie Fotografin. Sie arbeitete von 1946 bis 1979 für die Allgemeine Zeitung Mainz und hat den Wiederaufbau von Mainz in zahlreichen Bilddokumenten festgehalten.';'w';'Künstlerin';'None'
'KARL-TRAU-STRASSE';'Trau, Carl (geb. 13.04.1859 in Framersheim, gest. 28.03.1945 in Weisenau), erster evangelischer Lehrer in Weisenau, 1883 Mitbegründer der evangelischen Gemeinde, u. a. Organist und Kirchenchor-Dirigent';'m';'None';'None'
'KARL-WEISER-STRASSE';'Weiser, Karl Joseph (geb. 07.05.1811 in Mainz, gest. 16.07.1865 in Mainz), Branddirektor und Gründer der Mainzer freiwilligen Feuerwehr 1849, der bei einem Brand in der Gaustraße ums Leben kam';'m';'None';'None'
'KARL-ZÖRGIEBEL-STRASSE';'Zörgiebel, Karl (geb. 30.09.1878 in Mainz, gest. 14.03.1961 in Mainz), Sozialdemokrat, in den zwanziger Jahren Polizeipräsident in Köln und Berlin, war verantwortlich für den \"Blutmai\" 1929 in Berlin, wurde 1945 SPD-Vorsitzender in Mainz, von 1947 bis 1949 Landespolizeipräsident von Rheinland-Pfalz, 1953 erhielt er das Große Bundesverdienstkreuz.';'m';'None';'None'
'KARLSSTRASSE';'Carl Ludwig Johann Joseph Laurentius (geb. 05.09.1771 in Florenz, gest. 30. April 1847 in Wien), Erzherzog von Österreich, Herzog von Teschen, Feldherr und Mitglied des Hauses Habsburg-Lothringen. Gouverneur der Festung Mainz ab 1815. Straße wurde nach dem dort befindlichen Karlsbrunnen benannt.';'m';'None';'None'
'KATHARINA-FRIEDERICH-STRASSE';'Friederich, Katharina, geb. Mück (geb. 17.03.1887 in Ebersheim, gest. 04.10.1975 in Mainz-Ebersheim), Hebamme in Ebersheim';'w';'Medizin';'None'
'KATHARINA-PFAHLER-STRASSE';'Pfahler, Katharina (geb. 10.04.1907 in Bretzenheim, gest. 20.03.1988 in Mainz), Hebamme';'w';'Medizin';'None'
'KATHARINENSTRASSE';'Katharina, Name mehrerer weiblicher Heiliger';'w';'Kirche';'None'
'KÄTHCHEN-FRÖDERT-WEG';'Frödert, Katharina (geb. 05.02.1894 in Lampertheim, gest. 07.04.1995 in Darmstadt), Kindergärtnerin und evangelische Gemeindeschwester in Mombach';'w';'Kirche';'None'
'KÄTHE-KOLLWITZ-STRASSE';'Kollwitz, Käthe (geb. 08.07.1867 in Königsberg, gest. 22.04.1945 in Moritzburg bei Dresden), Graphikerin und Bildhauerin';'w';'Künstlerin';'None'
'KATHINKA-ZITZ-WEG';'Zitz-Halein, Kathinka (geb. 04.11.1801 in Mainz, gest. 08.03.1877 in Mainz), Schriftstellerin, Dichterin, Übersetzerin und Demokratin, 1849 Mitbegründerin und 1. Präsidentin des Frauenvereins \"Humania\"';'w';'Künstlerin';'None'
'KEILMANNSTRASSE';'Keilmann, Johann Heinrich, Dr. (geb. 07.03.1863 in Bretzenheim, gest. 16.05.1926 in Bretzenheim), Arzt in Bretzenheim, Sanitätsrat';'m';'None';'None'
'KERSCHENSTEINER STRASSE';'Kerschensteiner, Georg, Prof. Dr. (geb. 29.07.1854 in München, gest. 15.01.1932 in München), Reichstagsabgeordneter der Fortschrittlichen Volkspartei, Reformpädagoge und Begründer der Arbeitsschulen';'m';'None';'None'
'KETTELERSTRASSE';'Ketteler, Wilhelm Emmanuel von (geb. 25.12.1811 in Münster, gest. 13.07.1877 in Burghausen/Landkreis Altötting), Mitglied der Frankfurter Nationalversammlung, seit 1850 Bischof von Mainz, Mitbegründer der katholischen Soziallehre';'m';'None';'None'
'KILIANSHOF IN DER STRIET';'Umstätter, Kilian (geb. 10.08.1908 in Laubenheim, gest. 15.04.1987 in Mainz), Landwirt und Winzer, der 1975 in das neu gebaute Gehöft am Ende des Neuwegs zog';'m';'None';'None'
'KILIANWEG';'Kilian, Gustav Johann (geb. 02.06.1860 in Mainz, gest. 24.02.1921 in Berlin), Hals- und Nasenarzt, führte 1921 die Bronchoskopie ein';'m';'None';'None'
'KIRSTEINSTRASSE';'Kirstein, Georg Heinrich (geb. 02.07.1858 in Mainz, gest. 15.04.1921 in Mainz), seit 1904 Bischof von Mainz';'m';'None';'None'
'KLARASTRASSE';'Klara von Assisi (geb. 1193 oder 1194 in Assisi/Umbrien, gest. 11.08.1253 San Damiano, Assisi), Gründerin des Ordens der Klarissen. Die Straße ist nach dem Armklarakloster, das an der Stelle des ehemaligen Antoniterklosters 1619/1620 gegründet wurde, benannt.';'w';'Kirche';'None'
'KLEISTSTRASSE';'Kleist, Heinrich von (geb. 10. oder 18.10.1777 in Frankfurt/Oder, gest. 21.11.1811 am Kleinen Wannsee/heute Berlin), Dramatiker und Erzähler';'m';'None';'None'
'KLEMENSSTRASSE';'Clemens, Heiliger. Straße 1901 benannt nach der spätantiken St. Clemenskapelle, die einst im Gartenfeld an der Einmündung der Goethestraße in die Rheinstraße stand.';'m';'None';'None'
'KÖNIG-KONRAD-STRASSE';'Konrad III. (geb. 1093 in Bamberg, gest. 15. Februar 1152 in Bamberg), Staufer, römisch-deutscher König 1127-1135 (als Gegenkönig) sowie 1138-1152. Er stellte 1149 der Propstei Hirzenach ein Privileg aus, in dem Drais (\"Treise\") erstmalig erwähnt wird.';'m';'None';'None'
'KONRAD-ADENAUER-STRASSE';'Adenauer, Konrad (05.01.1876 in Köln, gest. 19.04.1967 in Bad Honnef-Rhöndorf), CDU-Bundesvorsitzender und erster Bundeskanzler der Bundesrepublik Deutschland';'m';'None';'None'
'KONRAD-KRAUS-STRASSE';'Kraus, Konrad (geb. 25.10.1833 in Mainz, gest. 21.05.1886 in Mainz), Mainzer Baumeister und Schriftsteller';'m';'None';'None'
'KONSTANTINWEG';'Konstantin I., der Große, (geb. um 285 in Naissus, gest. 337 in Nikomedia), römischer und byzantinischer Kaiser';'m';'None';'None'
'KÖRNERSTRASSE';'Körner, Karl Theodor (geb. 23.09.1791 in Dresden, gest. 26.08.1813 bei Gadebusch), Dichter';'m';'None';'None'
'KÖTHERHOFSTRASSE';'Koth, Konrad oder Koed Sohn, 1568 höchstbesteuerter Bürger von Mainz, dessen Hof an dieser Stelle stand, oder benannt nach der Familie Köth von Wanscheid, die hier 1657 ein Grundstück besaß.';'m';'None';'None'
'KRÄPLINWEG';'Kraepelin, Emil (geb. 15.02.1856 in Neustrelitz, gest. 7.10.1926 in München), deutscher Psychiater, auf den bedeutende Entwicklungen in der wissenschaftlichen Psychiatrie zurückgehen KREYßIG-PLÄTZCHEN (ugs. für Schottstraße)';'m';'None';'None'
'KREYßIGSTRASSE';'Kreyßig, Eduard (geb. 30.08.1830 in Eichelsachsen/Kreis Schotten, gest. 11.03.1897 in Mainz), seit 1864 Mainzer Stadtbaumeister, Erbauer der Christuskirche. Nach seinen Plänen erfolgte die Bebauung des Gartenfelds und seine Umgestaltung zur Neustadt, die Rheinufererweiterung, die Anlage des Hauptbahnhofs und des Schlacht- und Viehhofs.';'m';'None';'None'
'KÜLBSTRASSE';'Külb, Karl, Dr. med. (geb. 17.09.1870 in Weisenau, gest. 13.10.1943 in Mainz), 1919 bis 1931 Mainzer Oberbürgermeister, Ehrenbürger';'m';'None';'None'
'KUPFERBERGTERRASSE';'Benannt nach der Sektkellerei Kupferberg, die sich dort befindet, von Christian Adalbert Kupferberg (geb. 18.04.1824 in Kriegsheim bei Worms, gest. 09.08.1876 in Mainz) im Jahr 1850 gegründet';'m';'None';'None'
'KURT-SCHUMACHER-STRASSE';'Schumacher, Kurt, Dr. (geb. 13.10.1895 in Culm, gest. 20.08.1952 in Bonn), Dr. jur., sozialdemokratischer Politiker, 1930 bis 1933 Mitglied des Reichstags, nach 1945 begann er mit dem Wiederaufbau der Sozialdemokratie, SPD-Bundesvorsitzender und SPD-Fraktionsvorsitzender';'m';'None';'None'
'LAMBERTSTRASSE';'Lambert, Philipp Heinrich (geb. 25.12.1897 in Fehlheim, gest. 24.05.1960 in Mainz), katholischer Priester, 16.05.1936 Pfarrer in Finthen, betreite nach dem Zweiten Weltkrieg Kriegsgefangene in den Lagern Heidesheim und Hechtsheim';'m';'None';'None'
'LANGENBECKSTRASSE';'Langenbeck, Bernhard (Rudolph Konrad) von (geb. 09.11.1810 in Pachingbüttel/Landkreis Wesermünde, gest. 29.09.1887 in Wiesbaden), Chirurg, Gründer der \"Deutschen Gesellschaft für Chirurgie\", Entwickler von Operationsmethoden und den zugehörigen chirurgischen Instrumenten';'m';'None';'None'
'LASSALLESTRASSE';'Lassalle, Ferdinand (geb. 11.04.1825 in Breslau, gest. 31.08.1864 in Genf), Publizist, Politiker und Arbeiterführer, Präsident des 1863 gegründeten Allgemeinen deutschen Arbeitervereins';'m';'None';'None'
'LAURENTIUSSTRASSE';'Laurentius (gest. 10.08.258), Heiliger, Patron der Ebersheimer Kirche';'m';'None';'None'
'LAUTERENSTRASSE';'Lauteren, Clemens Friedrich August (geb. 25.10.1786 in Mainz, gest. 11.10.1877 in Mainz), Weinhändler, 1845 Mitbegründer der Hessischen Ludwigsbahn, deren Präsident 1854-1867 und / oder Lauteren, Christian Ludwig (geb. 29.03.1811 in Mainz, gest. 02.08.1888 Mainz), Weinhändler, regte als Stadtverordneter die Stadterweiterung am Rheinufer an';'m';'None';'None'
'LAYENHÖFER CHAUSSEE';'Leyen, Damian Friedrich Graf von der (geb. 03.01.1738, gest. 08.09.1817 in Würzburg), Dompropst, für den 1783 das Landgut Leyenhof erbaut wurde';'m';'None';'None'
'LAYENHOFSTRASSE';'Leyen, Damian Friedrich Graf von der (geb. 03.01.1738, gest. 08.09.1817 in Würzburg), Dompropst, für den 1783 das Landgut Leyenhof erbaut wurde';'m';'None';'None'
'LEIBNIZSTRASSE';'Leibniz, Gottfried Wilhelm (geb. 01.07.1646 in Leipzig, gest. 14.11.1716 in Hannover), Philosoph und Universalgelehrter, Begründer der Differentialrechnung, als Jurist am Hof des Mainzer Kurfürsten Johann Philipp von Schönborn 1667-1672 tätig';'m';'None';'None'
'LENAUWEG';'Lenau, Nikolaus (geb. 13.08.1802 in Csatád/Ungarn, heute Lenauheim/Rumänien, gest. 22.08.1850 in Oberdöblin), österreichischer Dichter';'m';'None';'None'
'LENGESSTRASSE';'Lenges, Nikolaus (geb. 09.04.1881 in Mainz, gest. 29.11.1959 in Mainz), Schwimmlehrer, popularisierte das Schul- und das Jugendschwimmen, vielfacher Lebensretter';'m';'None';'None'
'LENNIGSTRASSE';'Lennig, Friedrich (geb. 03.01.1796 in Mainz, gest. 06.04.1838 in Mainz), Mainzer Dichter und Mitbegründer des Mainzer Carneval Vereins Leo-Trepp-Platz Trepp, Leo Prof. Dr. (geb. 04.03.1913 in Mainz, gest. 02.09.2010 in San Francisco), Rabbiner, Theologe, Honorarprofessor an der Johannes Gutenberg-Universität Mainz';'m';'None';'None'
'LESSINGPLATZ';'Lessing, Gotthold Ephraim (geb. 22.01.1729 in Kamenz, gest. 15.02.1781 in Braunschweig), Schriftsteller, Kritiker und Philosoph';'m';'None';'None'
'LESSINGSTRASSE';'Lessing, Gotthold Ephraim (geb. 22.01.1729 in Kamenz, gest. 15.02.1781 in Braunschweig), Schriftsteller, Kritiker und Philosoph';'m';'None';'None'
'LIEBERMANNSTRASSE';'Liebermann, Max (geb. 20.07.1847 in Berlin, gest. 08.02.1935 in Berlin), deutscher Maler';'m';'None';'None'
'LIEBIGSTRASSE';'Liebig, Justus Freiherr von Prof. (geb. 12.05.1803 in Darmstadt, gest. 18.04.1873 in München), Chemiker, Begründer der Organischen Chemie, der Agrikulturchemie und der Ernährungsphysiologie';'m';'None';'None'
'LILIENTHALSTRASSE';'Lilienthal, Otto (geb. 23.05.1848 in Anklam, gest. 10.08.1896 in Berlin), Ingenieur und Flugpionier';'m';'None';'None'
'LINA-BUCKSATH-STRASSE';'Bucksath, Lina (geb. 03.08.1866 in Bremen, gest. 04.11.1949 Detmold), Lehrerin und Kommunalpolitikerin, SPD-Stadtratsmitglied';'w';'Politik (SPD)';'https://www.regionalgeschichte.net/bibliothek/biographien/bucksath-lina.html'
'LINDENSCHMITSTRASSE';'Lindenschmit, Ludwig (geb. 04.09.1809 in Mainz, gest. 14.02.1893 in Mainz), Maler und Zeichner, Konservator, Mitbegründer des Römisch-Germanischen Zentralmuseums 1852 und dessen erster Direktor';'m';'None';'None'
'LION-FEUCHTWANGER-STRASSE';'Feuchtwanger, Lion (geb. 07.07.1884 in München, gest. 21.12.1958 in Los Angeles), Schriftsteller';'m';'None';'None'
'LISE-MEITNER-STRASSE';'Meitner, Lise, Dr. (geb. 07.11.1878 in Wien, gest. 27.10.1968 in Cambridge), österreichisch-schwedische Physikerin, forschte zur Radio- und Kernchemie';'w';'Forscherin';'None'
'LONI-SIMON-WEG';'Simon, Loni, geb. Heim, Apollonia (geb. 12.09.1898 in Mombach, gest. 12.05.1989 in Budenheim), Inhaberin der Groß-Parfümerie Simon (Bahnhofstraße 2 a), gemeinsam mit ihrem Ehemann Albert Simon (1883-1969).';'w';'Unternehmerin';'None'
'LÖNSSTRASSE';'Löns, Hermann (geb. 29.08.1866 in Culm bei Bromberg, gest. 26.09.1914 bei Reims), Schriftsteller';'m';'None';'None'
'LORENZ-DIEHL-STRASSE';'Diehl, Lorenz (geb. 19.02.1871 in Kastel, gest. 17.05.1948 in Mainz), Mainzer Sozialpolitiker, Generalsekretär der hessischen Zentrumspartei, nach 1945 Mitbegründer der CDU, 1919 Gründer des Ketteler-Bauvereins';'m';'None';'None'
'LORENZ-SCHNEIDER-STRASSE';'Schneider, Lorenz (geb. 04.08.1880 in Mainz, gest. 19.12.1964 in Ebersheim), 1907 bis 1948 Lehrer in Ebersheim';'m';'None';'None'
'LORTZINGSTRASSE';'Lortzing, Albert (geb. 23.10.1801 in Berlin, gest. 21.01.1851 in Berlin), Opernkomponist';'m';'None';'None'
'LOTHARSTRASSE';'Schönborn, Lothar Franz von (geb. 04.10.1655 in Steinheim/Main, gest. 30.01.1729 in Mainz), seit 1695 Mainzer Erzbischof und Kurfürst';'m';'None';'None'
'LOTHARY AUE';'Lothary, Christian (geb. 22.12.1814 in Mainz, gest. 08.12.1868 in Mainz), Bauunternehmer und Fabrikbesitzer, 1849/50 erschloss er den Steinbruch in Weisenau, gründete 1862 eine Backsteinfabrik, die er 1864 um eine Zementfabrikation erweiterte, aus der das Zementwerk hervorging';'m';'None';'None'
'LUCY-HILLEBRAND-STRASSE';'Hillebrand, Lucy (geb. 06.03.1906 in Mainz, gest. 30.09.1997 in Göttingen), Architektin';'w';'Künstlerin';'None'
'LUDWIG-BAMBERGER-STRASSE';'Bamberger, Ludwig, Dr. (geb. 22.07.1823 in Mainz, gest. 14.03.1899 in Berlin), liberaler Politiker, Revolutionär 1848/49, seit 1871 Abgeordneter des Reichstags, zeitweilig engster Berater Otto von Bismarcks in Wirtschaftsfragen';'m';'None';'None'
'LUDWIG-ERHARD-STRASSE';'Erhard, Ludwig, Dr. (geb.04.02.1897 in Fürth, gest. 05.05.1977 in Bonn), 1949-1963 Bundesminister für Wirtschaft, 1963-1966 Bundeskanzler der Bundesrepublik Deutschland';'m';'None';'None'
'LUDWIG-JAHN-STRASSE';'Jahn, Friedrich Ludwig (geb. 11.08.1778 in Lanz/Landkreis Ludwigslust, gest. 15.10.1852 in Freyburg/Unstrut), Pädagoge und Politiker, 1848 Abgeordneter der Frankfurter Nationalversammlung, Initiator der deutschen Turnbewegung (Turnvater Jahn)';'m';'None';'None'
'LUDWIG-MARX-STRASSE';'Marx, Ludwig (geb. 15.07.1846 in Rheingönheim, gest. 28.09.1942 in Darmstadt), Ziegeleibesitzer in Laubenheim und Weisenau, Wohltäter durch Grundstücksschenkungen';'m';'None';'None'
'LUDWIG-NAUTH-STRASSE';'Nauth, Ludwig (gest. 05.12.1902 in Mainz, gest. 24.12.1951 in Bretzenheim), Arzt in Bretzenheim';'m';'None';'None'
'LUDWIG-RICHTER-STRASSE';'Richter, Ludwig (geb. 28.09.1803 in Dresden, gest. 19.06.1884 in Dresden), Maler, Zeichner, Illustrator';'m';'None';'None'
'LUDWIG-SCHWAMB-STRASSE';'Schwamb, Ludwig (geb. 30.07.1890 in Undenheim/Rheinhessen, gest. 23.01.1945 in Berlin-Plötzensee), Verwaltungsjurist, Sozialdemokrat, Staatsrat und Widerstandskämpfer gegen das NS-Regime, wegen seiner Beteiligung am Attentat auf Hitler vom 20. Juli 1944 von den Nationalsozialisten hingerichtet';'m';'None';'None'
'LUDWIG-STRECKER-STRASSE';'Strecker, Ludwig, Dr. (geb. 13.01.1883 in Mainz, gest. 15.09.1978 in Mainz), Musikverleger, Mainzer Ehrenbürger';'m';'None';'None'
'LUDWIGSSTRASSE';'Ludwig I. (geb.14.06.1753 in Prenzlau, gest. 06.04.1830 in Darmstadt), seit 1806 Großherzog von Hessen';'m';'None';'None'
'LUISENSTRASSE';'Luise Auguste Wilhelmine Amalie (geb. 10.03.1776 in Hannover, gest. 19.07.1810 auf Schloss Hohenzieritz), Königin von Preußen und Herzogin zu Mecklenburg [-Strelitz], Ehefrau von Friedrich Wilhelm';'w';'Adel';'None'
'MALER-BECKER-STRASSE';'Becker, Ferdinand (geb. 02.07.1846 in Gonsenheim, gest. 21.08.1877 in München), Märchen-, Kirchen- und Genremaler';'m';'None';'None'
'MANFRED-VON-RICHTHOFEN-STRASSE';'Richthofen, Manfred von (geb. 02.05.1892 in Breslau, gest. 21.04.1918 in Vaux-sur-Somme), Offizier, deutscher Jagdflieger im Ersten Weltkrieg';'m';'None';'None'
'MARC-CHAGALL-STRASSE';'Chagall, Marc (geb. 07.07.1887 in Liosno bei Witebsk, gest. 28.03.1985 in Saint-Paul-de-Vence), russischer Maler und Graphiker, Schöpfer der Fenster in St. Stephan, Mainzer Ehrenbürger';'m';'None';'None'
'MARGARETENGASSE';'Margarete, Heilige, gehört zu den 14 Nothelfern. Straße benannt nach einer der heiligen Margarete gewidmeten Kapelle.';'w';'Kirche';'None'
'MARGRAF-FISCHER-SIEDLUNG';'Margraf, Karl, Chemographiker, und Fischer, Heinrich (gest. 1952), Kaufmann, Begründer der Klischee-Anstalt \"Graphische Betriebe Margraf & Fischer\" (1928)';'m';'None';'None'
'MARIA-EINSMANN-PLATZ';'Maria Einsmann (geb. 4. Januar 1885 in Bruchsal, gest. 4. März 1959 in Mainz) lebte bis zur Entdeckung im Jahre 1931 unter einer männlichen Identität und benutzte den Namen Josef Einsmann, ernährte dadurch zwei Kinder.';'w';'Bürgerin';'None'
'MARIA-HERR-BECK-PLATZ';'Herr-Beck, Maria (* 8. Juni 1928 in Alzey † 7. Oktober 2015 in Mainz) war eine deutsche Politikerin (CDU). Von 1964 bis 1981 gehörte sie dem Mainzer Stadtrat an. 1971 bis 1981 MdL RLP und von 1981 bis 1990 Staatssekretärin im rheinland-pfälzischen Ministerium für Soziales, Gesundheit und Umwelt.';'w';'Politik (CDU)';'https://de.wikipedia.org/wiki/Maria_Herr-Beck'
'MARIA-SIBYLLA-MERIAN-STRASSE';'Merian, Maria Sibylla (geb. 02.04.1647 in Frankfurt am Main, gest. 13.01.1717 in Amsterdam), Malerin, Kupferstecherin und Naturforscherin';'w';'Künstlerin';'None'
'MARIA-WARD-STRASSE';'Ward, Maria (geb. 23.01.1585 in Mulwith/Kent, gest. 30.01.1645 in Hewarth bei York), Gründerin der Gemeinschaft der Englischen Fräulein';'w';'Kirche';'None'
'MARIE-JUCHACZ-STRASSE';'Juchacz, Marie (geb. 15.03.1879 in Landsberg (Warthe), gest. 28.01.1956 in Düsseldorf), Sozialpolitikerin und Frauenrechtlerin, 1919 Begründerin der Arbeiterwohlfahrt, hielt 1919 als erste Frau in einem deutschen Parlament eine Rede als Mitglied der Nationalversammlung';'w';'Politik (SPD)';'https://de.wikipedia.org/wiki/Marie_Juchacz'
'MARIENGÄßCHEN';'Maria - Mutter von Jesus Christus, Heilige';'w';'Kirche';''
'MARIENSTRASSE';'Maria, Mutter von Jesus Christus, Heilige';'w';'Kirche';'None'
'MARSEILLESTRASSE';'Marseille, Hans-Joachim (geb. 13.12.1919 in Berlin, gest. 30.09.1942 südl. Sidi-Abdel-Rahman/Ägypten), deutscher Jagdflieger im Zweiten Weltkrieg';'m';'None';'None'
'MARTIN-JOSEF-STRASSE';'Klein, Martin Josef, Hechtsheimer Maurer';'m';'None';'None'
'MARTIN-KIRCHNER-STRASSE';'Kirchner, Martin (geb. 1806, gest. 01.09.1883 in Bretzenheim), Bürgermeister in Bretzenheim 1838-1881';'m';'None';'None'
'MARTIN-LUTHER-STRASSE';'Luther, Martin (geb. 10.11.1483 in Eisleben, gest. 18.02.1546 in Eisleben), Kirchenreformator';'m';'None';'None'
'MARTINSSTRASSE';'Martin, Heiliger, Patron des Mainzer Erzstifts. Benennung erfolgte in Bezug auf die nahegelegene Bastion Martin.';'m';'None';'None'
'MATHIAS-KERZ-STRASSE';'Kerz, Mathias (geb. 18.07.1838 in Hechtsheim, gest. 20.07.1904 in Hechtsheim), Landwirt, 1890-1904 Bürgermeister von Hechtsheim';'m';'None';'None'
'MATHILDENSTRASSE';'Mathilde Karoline Friederike Wilhelmine Charlotte (geb. 30.08.1813 in Augsburg, gest. 24.05.1862 in Darmstadt), geborene Prinzessin von Bayern, Großherzogin, Gemahlin des hessischen Großherzogs Ludwig';'w';'Adel';'None'
'MAURITZENPLATZ';'Mauritius (gest. 302 bei St. Moritz), Heiliger, Führer der christl. Legion und Patron der Färber, Hutmacher, Kaufleute, Soldaten, Weber und Wäscher, Märtyrer. Platz benannt nach Kirche und Stift St. Mauritius (nach 1813/14 abgetragen)';'m';'None';'None'
'MAX-BORN-STRASSE';'Born, Max, Prof. Dr. (geb. 11.12.1882 in Breslau, gest. 05.01.1970 in Göttingen), Physiker, Wegbereiter der modernen theoretischen Physik, Nobelpreisträger';'m';'None';'None'
'MAX-HUFSCHMIDT-STRASSE';'Hufschmidt, Max (geb. 17.02.1882 in Diepenthal bei Düsseldorf, gest. 24.11.1965 in Mainz), (erster) Ortsvorsteher von Weisenau 1930-1933 und 1945-1957, Verfolgter des NS-Regimes, 1946-1955 Bürgermeister und Beigeordneter der Stadt Mainz';'m';'None';'None'
